Module,Chapter,Lecture Number,Lecture Title,Duration
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.8,Random Forest :Cases,6 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.9,Boosting Intuition,17 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.10,"Residuals, Loss functions and gradients",13 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.11,Gradient Boosting,10 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.12,Regularization by Shrinkage,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.13,Train and Run time complexity,6 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.14,XGBoost: Boosting + Randomization,14 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.15,AdaBoost: geometric intuition,7 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.16,Stacking models,22 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.17,Cascading classifiers,15 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.18,Kaggle competitions vs Real world,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.19,Revision Questions,30 mins
Module 4: Machine Learning - II( Supervised Learning Models),Module 4: Live Sessions,38.1,Code Walkthrough: Models in Scikit-Learn,
Module 4: Machine Learning - II( Supervised Learning Models),Module 4: Live Sessions,38.2,Interview Questions on  SVMs,
Module 4: Machine Learning - II( Supervised Learning Models),Module 4: Live Sessions,38.3,Interview Questions on Boosting and Bagging,
Module 4: Machine Learning - II( Supervised Learning Models),Module 4: Live Sessions,38.4,Attribution Models in Marketing,
Module 4: Machine Learning - II( Supervised Learning Models),Module 4: Live Sessions,38.5,Attribution Models in Marketing-Part 2,
Module 4: Machine Learning - II( Supervised Learning Models),Module 4: Live Sessions,38.6,LIVE_ Monte Carlo Simulations,
Module 4: Machine Learning - II( Supervised Learning Models),Module 4: Live Sessions,38.7,Which ML/DL technique to use where?,
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.1,Introduction,15 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.2,Moving window for Time Series Data,15 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.3,Fourier decomposition,22 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.4,Deep learning features: LSTM,8 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.5,Image histogram,15 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.6,Keypoints: SIFT.,10 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.7,Deep learning features: CNN,4 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.8,Relational data,10 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.9,Graph data,12 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.10,Indicator variables,7 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.11,Feature binning,14 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.12,Interaction variables,9 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.13,Mathematical transforms,4 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.14,Model specific featurizations,9 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.15,Feature orthogonality,12 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.16,Domain specific featurizations,4 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.17,Feature slicing,10 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.18,Kaggle Winners solutions,7 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.1,Introduction,15 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.2,Moving window for Time Series Data,15 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.3,Fourier decomposition,22 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.4,Deep learning features: LSTM,8 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.5,Image histogram,15 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.6,Keypoints: SIFT.,10 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.7,Deep learning features: CNN,4 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.8,Relational data,10 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.9,Graph data,12 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.10,Indicator variables,7 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.11,Feature binning,14 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.12,Interaction variables,9 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.13,Mathematical transforms,4 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.14,Model specific featurizations,9 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.15,Feature orthogonality,12 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.16,Domain specific featurizations,4 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.17,Feature slicing,10 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Featurization and Feature engineering.,39.18,Kaggle Winners solutions,7 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.1,Calibration of Models:Need for calibration,8 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.2,Calibration Plots.,17 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.3,Platt’s Calibration/Scaling.,8 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.4,Isotonic Regression,11 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.5,Code Samples,5 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.6,Modeling in the presence of outliers: RANSAC,13 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.7,Retraining models periodically.,8 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.8,A/B testing.,22 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.9,VC dimension,22 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.10,Data Science Life cycle,17 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.11,Productionization and deployment of Machine Learning Models,17 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.12,Productionization and deployment + Spark,96 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.13,Hands on Live Session: Deploy an ML model using Flask APIs on AWS,125 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.14,Building web apps for ML/AI using StreamLit,101 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.15,Building web apps for ML/AI using StreamLit - II,66 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.16,ML Model productionization using Heroku,120 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.17,Amazon Sagemaker--Part 1,147 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.18,Amazon sagemaker--part 2,161 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.19,SageMaker Part 3: Distributed training and Deep Learning,127 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.20,SageMaker Part 4: Spark and Pipelines,121 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.21,Amazon SageMaker : Part 5 [Miscellaneous topics],97 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Miscellaneous Topics,40.22,Design and Productionization of low latency ML systems,93 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.1,Live session on Time Series Analysis and Forecasting,
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.2,Testing and Debugging ML/AI systems end to end,
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.3,"Interview Questions on Productionization, Deployment",
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.4,Interview Questions on Productionization and Deployment-PART II,
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.5,KubeFlow: Architecture and Components,
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.6,"KubeFlow: Installation, Setup and Config",
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.7,"KubeFlow: Dashboard, Notebook Servers and Pipelines",
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.8,"KubeFlow: Pipelines using Kale, Rok, Katib and KfServing",
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.9,Design and Productionization of low latency ML systems,
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.10,Live Session(20th Feb 2022):  Scenario based Interview Questions for ML engineer roles,102 mins
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.11,Live Session(11th Sep 2022): ML Deployment Scenarios,
"Module 5: Feature Engineering, Productionization and deployment of ML Models",Module 5: Live Sessions,41.12,Live Session(29th Nov 2022): Practical Time series Forecasting,
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.1,How to optimally learn from case-studies in the course?,1 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.2,Business/Real world problem : Problem definition,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.3,Business objectives and constraints.,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.4,Mapping to an ML problem : Data overview,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.5,Mapping to an ML problem : ML problem and performance metric.,4 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.6,Mapping to an ML problem : Train-test split,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.7,EDA: Basic Statistics.,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.8,EDA: Basic Feature Extraction,10 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.9,EDA: Text Preprocessing,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.10,EDA: Advanced Feature Extraction,31 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.11,EDA: Feature analysis.,9 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.12,EDA: Data Visualization: T-SNE.,3 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.13,EDA: TF-IDF weighted Word2Vec featurization.,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.14,ML Models :Loading Data,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.15,ML Models: Random Model,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.16,ML Models : Logistic Regression and Linear SVM,11 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.17,ML Models : XGBoost,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.1,How to optimally learn from case-studies in the course?,1 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.2,Business/Real world problem : Problem definition,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.3,Business objectives and constraints.,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.4,Mapping to an ML problem : Data overview,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.5,Mapping to an ML problem : ML problem and performance metric.,4 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.6,Mapping to an ML problem : Train-test split,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.7,EDA: Basic Statistics.,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.8,EDA: Basic Feature Extraction,10 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.9,EDA: Text Preprocessing,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.10,EDA: Advanced Feature Extraction,31 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.11,EDA: Feature analysis.,9 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.12,EDA: Data Visualization: T-SNE.,3 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.13,EDA: TF-IDF weighted Word2Vec featurization.,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.14,ML Models :Loading Data,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.15,ML Models: Random Model,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.16,ML Models : Logistic Regression and Linear SVM,11 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 1: Quora question Pair Similarity Problem,42.17,ML Models : XGBoost,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.1,Business/Real world problem : Overview,13 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.2,Business objectives and constraints.,11 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.3,ML problem formulation :Data,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.4,ML problem formulation: Mapping real world to ML problem.,19 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.5,"ML problem formulation :Train, CV and Test data construction",4 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.6,Exploratory Data Analysis:Reading data & preprocessing,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.7,Exploratory Data Analysis:Distribution of Class-labels,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.8,Exploratory Data Analysis: “Random” Model,20 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.9,Univariate Analysis:Gene feature,34 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.10,Univariate Analysis:Variation Feature,19 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.11,Univariate Analysis:Text feature,15 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.12,Machine Learning Models:Data preparation,8 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.13,Baseline Model: Naive Bayes,23 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.14,K-Nearest Neighbors Classification,9 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.15,Logistic Regression with class balancing,10 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.16,Logistic Regression without class balancing,4 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.17,Linear-SVM.,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.18,Random-Forest with one-hot encoded features,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.19,Random-Forest with response-coded features,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.20,Stacking Classifier,8 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 2: Personalized Cancer Diagnosis,43.21,Majority Voting classifier,5 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.1,Problem definition.,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.2,"Overview of Graphs: node/vertex, edge/link, directed-edge, path.",11 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.3,Data format & Limitations.,9 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.4,Mapping to a supervised classification problem.,9 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.5,Business constraints & Metrics.,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.6,EDA:Basic Stats,12 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.7,EDA:Follower and following stats.,12 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.8,EDA:Binary Classification Task,16 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.9,EDA:Train and test split.,11 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.10,Feature engineering on Graphs:Jaccard & Cosine Similarities,15 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.11,PageRank,14 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.12,Shortest Path,4 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.13,Connected-components,12 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.14,Adar Index,12 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.15,Kartz Centrality,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.16,HITS Score,10 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.17,SVD,11 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.18,Weight features,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 3:Facebook Friend Recommendation using Graph Mining,44.19,Modeling,11 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.1,Business/Real world problem Overview,9 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.2,Objectives and Constraints,11 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.3,Mapping to ML problem :Data,8 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.4,Mapping to ML problem :dask dataframes,12 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.5,Mapping to ML problem :Fields/Features.,6 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.6,Mapping to ML problem :Time series forecasting/Regression,8 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.7,Mapping to ML problem :Performance metrics,6 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.8,Data Cleaning :Latitude and Longitude data,4 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.9,Data Cleaning :Trip Duration.,7 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.10,Data Cleaning :Speed.,5 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.11,Data Cleaning :Distance.,2 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.12,Data Cleaning :Fare,6 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.13,Data Cleaning :Remove all outliers/erroneous points,3 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.14,Data Preparation:Clustering/Segmentation,19 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.15,Data Preparation:Time binning,5 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.16,Data Preparation:Smoothing time-series data.,5 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.17,Data Preparation:Smoothing time-series data cont..,2 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.18,Data Preparation: Time series and Fourier transforms.,13 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.19,Ratios and previous-time-bin values,9 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.20,Simple moving average,8 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.21,Weighted Moving average.,5 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.22,Exponential weighted moving average,6 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.23,Results.,4 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.24,Regression models :Train-Test split & Features,8 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.25,Linear regression.,3 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.26,Random Forest regression,4 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.27,Xgboost Regression,2 mins
Module 6: Machine Learning Real-World Case Studies,Case study 4:Taxi demand prediction in New York City,45.28,Model comparison,6 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.1,Business/Real world problem,10 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.2,Business objectives and constraints,5 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.3,Mapping to an ML problem: Data overview,4 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.4,Mapping to an ML problem:ML problem formulation.,5 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.5,Mapping to an ML problem:Performance metrics.,21 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.6,Hamming loss,7 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.7,EDA:Data Loading,13 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.8,EDA:Analysis of tags,11 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.9,EDA:Data Preprocessing,11 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.10,Data Modeling : Multi label Classification,18 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.11,Data preparation.,8 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.12,Train-Test Split,2 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.13,Featurization,6 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.14,Logistic regression: One VS Rest,7 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.15,Sampling data and tags+Weighted models.,4 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.16,Logistic regression revisited,4 mins
Module 6: Machine Learning Real-World Case Studies,Case study 5: Stackoverflow tag predictor,46.17,Why not use advanced techniques,3 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.1,Business/real world problem :Problem definition,6 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.2,Business/real world problem :Objectives and constraints,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.3,Machine Learning problem mapping :Data overview.,13 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.4,Machine Learning problem mapping :ML problem,12 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.5,Machine Learning problem mapping :Train and test splitting,4 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.6,Exploratory Data Analysis :Class distribution.,3 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.7,Exploratory Data Analysis :Feature extraction from byte files,8 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.8,Exploratory Data Analysis :Multivariate analysis of features from byte files,3 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.9,Exploratory Data Analysis :Train-Test class distribution,2 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.10,ML models - using byte files only :Random Model,11 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.11,k-NN,7 mins
Module 6: Machine Learning Real-World Case Studies,Case Study 6: Microsoft Malware Detection,47.12,Logistic regression,5 mins
